year,make,model,price,mileage,dealer,city,state,website
2016,Freightliner,M2106,32495.0,397384,Ryder Systems Inc,Oak Creek, WI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2016/ee-listing-42145258
2006,Sterling,Lt9500,11000.0,936680,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/sterling/lt9500-2006/ee-listing-42150850
2016,International,4300,73896.0,122566,Ryder Systems Inc,Montebello, CA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/navistarinternational/4300-2016/ee-listing-42142984
2015,Freightliner,X12564,51750.0,445063,Penske Used Trucks,Monroe, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42184443
2020,International,Lt625SlprCab,54495.0,623301,Ryder Systems Inc,Fort Worth, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/navistarinternational/lt625slprcab-2020/ee-listing-42171344
2004,Freightliner,Columbia120,11000.0,900667,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/columbia120-2004/ee-listing-42150948
2016,Freightliner,X12564,57000.0,325670,Penske Used Trucks,Des Moines, IA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42184526
2017,Freightliner,Cascadia125,53195.0,643456,Ryder Systems Inc,Memphis, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2017/ee-listing-42183494
2017,Freightliner,Cascadia125,42495.0,550411,Ryder Systems Inc,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2017/ee-listing-42181571
2012,International,Durastar4300,18000.0,255337,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/durastar4300-2012/ee-listing-42150300
2017,Volvo,Vnl64Tracto,58895.0,534587,Ryder Systems Inc,Tampa, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64tractor-2017/ee-listing-42181668
2015,Freightliner,X12564,54250.0,350100,Penske Used Trucks,Piqua, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42179780
2017,Freightliner,X12564,65250.0,579687,Penske Used Trucks,Pennsauken, NJ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42183051
2016,Freightliner,Cascadia125,49095.0,675393,Ryder Systems Inc,Fort Worth, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42171471
2018,International,Lt625,63750.0,543776,Penske Used Trucks,Aurora, CO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt625-2018/ee-listing-42175075
2018,Freightliner,M2,33500.0,292110,Penske Used Trucks,Conyers, GA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2-2018/ee-listing-42178292
2016,Freightliner,M2106,45995.0,176583,Ryder Systems Inc,Bensalem, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2016/ee-listing-42176266
2016,Freightliner,X12564,50500.0,450680,Penske Used Trucks,Nashville, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42184487
2016,Freightliner,X11364,69750.0,205237,Penske Used Trucks,Phoenix, AZ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11364st-2016/ee-listing-42182146
2015,Freightliner,M2106,66103.0,187647,Ryder Systems Inc,Compton, CA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2015/ee-listing-42181541
2018,Freightliner,Cascadia113,45000.0,800945,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia113-2018/ee-listing-42150137
2018,Volvo,Vnl670,66900.0,561333,M&K Truck Centers,Alsip, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl670-2018/ee-listing-42106256
2018,Freightliner,Cascadia126,62850.0,600689,M&K Truck Centers,Romulus, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2018/ee-listing-42183742
2016,Freightliner,X12564,46500.0,454916,Penske Used Trucks,Chicopee, MA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42177970
2015,Freightliner,X12542,46000.0,458787,Penske Used Trucks,Fort Worth, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12542st-2015/ee-listing-42185221
2018,Freightliner,T12664,66750.0,561745,Penske Used Trucks,West Babylon, NY,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2018/ee-listing-42177091
2013,Peterbilt,386,30000.0,627167,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/386-2013/ee-listing-42183593
2015,Freightliner,X11364,58000.0,337557,Penske Used Trucks,McDonough, GA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11364st-2015/ee-listing-42174464
2016,Freightliner,X12564,48250.0,649948,Penske Used Trucks,Murfreesboro, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42174663
2015,Freightliner,Cascadia125,44950.0,761000,Trevs Trucks,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2015/ee-listing-42183779
2019,Freightliner,T12664,45500.0,841560,Penske Used Trucks,West Sacramento, CA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2019/ee-listing-42175207
2015,Volvo,Vnl42T670,25000.0,1316927,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl42t300-2015/ee-listing-42150071
2010,Volvo,Vnl64T670,24000.0,1026912,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t670-2010/ee-listing-42150257
2018,International,Lt625,48000.0,699175,Penske Used Trucks,Franklin Park, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt625-2018/ee-listing-42175063
2018,Freightliner,Cascadia125,53495.0,719669,Ryder Systems Inc,Bolingbrook, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2018/ee-listing-42165406
2019,Freightliner,NewCascadiaPx12664,71802.0,611370,Ryder Systems Inc,Bolingbrook, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2019/ee-listing-42148749
2012,International,Transtar8600,15000.0,360499,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/transtar8600-2012/ee-listing-42150723
2019,Volvo,Vnr64300,65500.0,514647,Penske Used Trucks,Ypsilanti, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnr64300-2019/ee-listing-42175246
2019,Freightliner,M2106,51495.0,258529,Ryder Systems Inc,Syracuse, NY,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2019/ee-listing-42153490
2019,Freightliner,X12564,66500.0,671181,Penske Used Trucks,Mebane, NC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2019/ee-listing-42172764
2014,Freightliner,Cascadia113,24195.0,453391,Ryder Systems Inc,Warwick, RI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia113-2014/ee-listing-42170055
2014,Freightliner,Cascadia125,43895.0,414617,Ryder Systems Inc,Bensalem, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2014/ee-listing-42170114
2014,Freightliner,Cascadia125,39995.0,551324,Ryder Systems Inc,Minneapolis, MN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2014/ee-listing-42176324
2015,Freightliner,X12564,55250.0,331251,Penske Used Trucks,Allen Park, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42174548
2013,Freightliner,Cascadia125,27000.0,622154,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2013/ee-listing-42149923
2018,Freightliner,Cascadia125,41995.0,769511,Ryder Systems Inc,Tampa, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2018/ee-listing-42153470
2018,Freightliner,X12564,87250.0,446401,Penske Used Trucks,Salt Lake City, UT,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2018/ee-listing-42182304
2020,Freightliner,T12664,68250.0,692846,Penske Used Trucks,Perrysburg, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2020/ee-listing-42180002
2016,Freightliner,X12542,37750.0,343884,Penske Used Trucks,Fitchburg, MA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12542st-2016/ee-listing-42178003
2018,International,Lt625,76750.0,454688,Penske Used Trucks,Garland, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt625-2018/ee-listing-42179186
2020,Volvo,Vnl64T760,129900.0,326799,M&K Truck Centers,Wyoming, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t760-2020/ee-listing-42126649
2018,Volvo,Vnr64300,51750.0,533087,Penske Used Trucks,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnr64300-2018/ee-listing-42184703
2014,Freightliner,X12564,46250.0,320738,Penske Used Trucks,Hudson, NH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2014/ee-listing-42174418
2011,Volvo,Vnl64T670,16350.0,1158000,G&J Truck Sales Inc,Haslet, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t670-2011/ee-listing-42183765
2016,Freightliner,X12564,45000.0,588911,Penske Used Trucks,Brookpark, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42179814
2011,International,Workstar7400,35000.0,49003,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/workstar7400-2011/ee-listing-42149894
2016,Freightliner,X12564,51750.0,387354,Penske Used Trucks,Chicopee, MA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42182105
2017,Freightliner,M2,36000.0,290962,Penske Used Trucks,Tampa, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2-2017/ee-listing-42178229
2016,Volvo,Vnl42T300,37995.0,272536,Ryder Systems Inc,Clarksville, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl42t300-2016/ee-listing-42178719
2016,Freightliner,Cascadia125,59095.0,433411,Ryder Systems Inc,Pomona, CA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42185390
2016,Freightliner,M211264,60500.0,198576,Penske Used Trucks,Las Vegas, NV,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m211264s-2016/ee-listing-42174883
2020,Volvo,Vnl64T740,149900.0,305213,M&K Truck Centers,Byron Center, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t740-2020/ee-listing-42185535
2019,Freightliner,X12564,73750.0,579307,Penske Used Trucks,Torrance, CA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2019/ee-listing-42172762
2016,Freightliner,X12564,56500.0,350921,Penske Used Trucks,Dallas, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42174902
2003,Sterling,L7500,35000.0,135720,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/sterling/l7500-2003/ee-listing-42150179
2016,Kenworth,T270,40000.0,313404,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t270-2016/ee-listing-42150305
2016,Freightliner,X12564,49500.0,509835,Penske Used Trucks,Clarksville, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172271
2014,Freightliner,M2,29500.0,419724,Penske Used Trucks,Wichita, KS,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2-2014/ee-listing-42168662
2020,Peterbilt,579,94900.0,436869,"Quad-City Peterbilt, Inc",Davenport, IA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2020/ee-listing-42154124
2016,Freightliner,Cascadia125,46995.0,640337,Ryder Systems Inc,Bolingbrook, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42171334
2016,Freightliner,X12564,48000.0,525881,Penske Used Trucks,Spartanburg, SC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42184570
2017,Freightliner,Cascadia125,52595.0,660453,Ryder Systems Inc,Phoenix, AZ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2017/ee-listing-42181655
1997,Kenworth,W900L,74999.0,1144873,Gateline Equipment,Calhoun, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/w900l-1997/ee-listing-42159690
2010,Peterbilt,337,45000.0,143011,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/337-2010/ee-listing-42150377
2016,Freightliner,X12564,72000.0,316783,Penske Used Trucks,Chester, VA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42174943
2019,Kenworth,T680,74950.0,506863,Trevs Trucks,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42154082
2020,Volvo,Vnl64860,89250.0,667618,Penske Used Trucks,Tampa, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64860-2020/ee-listing-42184678
2019,Volvo,Vnl64860,77000.0,589929,Penske Used Trucks,Kalamazoo, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64860-2019/ee-listing-42172747
2018,Freightliner,Cascadia126,69950.0,580317,Trevs Trucks,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2018/ee-listing-42183784
2004,International,Workstar7400,18000.0,108136,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/workstar7400-2004/ee-listing-42149937
2016,Freightliner,M2106,65502.0,253940,Ryder Systems Inc,Montebello, CA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2016/ee-listing-42121065
2019,Volvo,Vnl64Tracto,72331.0,653406,Ryder Systems Inc,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64tractor-2019/ee-listing-42159349
2014,Freightliner,Cascadia125,33995.0,446593,Ryder Systems Inc,Wayland , MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2014/ee-listing-42169975
2020,Freightliner,T12664,75000.0,576702,Penske Used Trucks,Baltimore, MD,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2020/ee-listing-42172833
2018,Freightliner,Cascadia126,74950.0,592831,Trevs Trucks,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2018/ee-listing-42154049
2016,Freightliner,Cascadia125,51895.0,541310,Ryder Systems Inc,Oak Creek, WI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42178685
2017,Freightliner,Cascadia125,37700.0,780000,G&J Truck Sales Inc,Haslet, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2017/ee-listing-42145696
2008,Kenworth,T800,30000.0,788436,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t800-2008/ee-listing-42150140
2017,Freightliner,X12564,51250.0,534053,Penske Used Trucks,Dallas, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42179929
2017,Freightliner,X12564,47500.0,768371,Penske Used Trucks,Tuscaloosa, AL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42175005
2016,Freightliner,Cascadia125,47795.0,598662,Ryder Systems Inc,Houston, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42179744
2017,International,Pros,53250.0,307015,Penske Used Trucks,Charlotte, NC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2017/ee-listing-42174997
2010,Peterbilt,320,30000.0,82962,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/320-2010/ee-listing-42150217
2019,Peterbilt,579,92977.0,434235,The House of Trucks,Irving, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2019/ee-listing-42185564
2015,Freightliner,X12564,63750.0,287675,Penske Used Trucks,Aurora, CO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42174636
2015,Freightliner,X12564,45500.0,457141,Penske Used Trucks,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42175291
2016,Freightliner,Cascadia125,37495.0,427070,Ryder Systems Inc,Syracuse, NY,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42179512
2018,Freightliner,T12664,75000.0,594048,Penske Used Trucks,East Chicago, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2018/ee-listing-42184656
2019,Freightliner,M2106,68037.0,293226,Ryder Systems Inc,Portland, OR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2019/ee-listing-42153761
2015,Freightliner,Cascadia125,51395.0,473208,Ryder Systems Inc,Pittsburgh, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2015/ee-listing-42170060
2015,Freightliner,Cascadia125,35995.0,490637,Ryder Systems Inc,Bolingbrook, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2015/ee-listing-42179540
1995,Peterbilt,379,25000.0,510265,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/379-1995/ee-listing-42183544
2018,Freightliner,X12564,58500.0,578909,Penske Used Trucks,East Chicago, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2018/ee-listing-42184619
2009,International,Durastar4300,26000.0,146738,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/durastar4300-2009/ee-listing-42149921
2014,International,Paystar5900,30000.0,494128,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/paystar5900-2014/ee-listing-42183559
2018,Volvo,Vnl64T670,99900.0,326291,M&K Truck Centers,Romulus, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t670-2018/ee-listing-42119884
2016,Volvo,Vnl64300,41000.0,658246,Penske Used Trucks,Allentown, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64300-2016/ee-listing-42179897
2016,Freightliner,M2106,74909.0,160605,Ryder Systems Inc,West Sacramento, CA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2016/ee-listing-42170181
2007,Sterling,Acte,15000.0,270670,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/sterling/acterra-2007/ee-listing-42150894
2016,Freightliner,X12564,67500.0,375792,Penske Used Trucks,Torrance, CA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42184472
2017,Freightliner,Cascadi,66977.0,374879,The House of Trucks,Irving, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2017/ee-listing-42185559
2014,Freightliner,Cascadia125,30495.0,520592,Ryder Systems Inc,Hilliard, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2014/ee-listing-42185346
2016,Freightliner,X12564,43250.0,760436,Penske Used Trucks,Garden City, GA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42182150
2015,Freightliner,Cascadia125,32995.0,182328,Ryder Systems Inc,Syracuse, NY,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2015/ee-listing-42185340
2019,Freightliner,M2106,69653.0,283406,Ryder Systems Inc,St. Rose, LA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2019/ee-listing-42153773
2016,Volvo,Vnl64T300,49900.0,491637,M&K Truck Centers,Byron Center, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t300-2016/ee-listing-42164809
2016,Freightliner,X11364,71000.0,172569,Penske Used Trucks,Houston, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11364st-2016/ee-listing-42174801
2016,Freightliner,X12564,51500.0,589650,Penske Used Trucks,Chicago Ridge, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172299
2016,Freightliner,X12564,48250.0,756022,Penske Used Trucks,Richland, MS,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172471
1990,Mack,Dm688,22000.0,240538,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/dm688-1990/ee-listing-42149932
2018,Freightliner,Cascadia125,51995.0,611514,Ryder Systems Inc,Knoxville, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2018/ee-listing-42185361
2017,Freightliner,X12564,52500.0,665217,Penske Used Trucks,Dallas, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42172612
2015,Volvo,Vnl64300,42000.0,419150,Penske Used Trucks,Coxsackie, NY,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64300-2015/ee-listing-42174441
2019,Freightliner,M2106,59495.0,253715,Ryder Systems Inc,Orlando, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2019/ee-listing-42159198
2016,Freightliner,X12564,49000.0,624339,Penske Used Trucks,Mebane, NC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172335
2015,Freightliner,X12564,39750.0,415027,Penske Used Trucks,Binghamton, NY,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42174609
2015,Freightliner,X12564,64500.0,325785,Penske Used Trucks,Portland, OR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42184455
2016,Freightliner,Cascadia125,47995.0,470585,Ryder Systems Inc,Warwick, RI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42171319
2012,International,Pros,24000.0,886042,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2012/ee-listing-42150411
2016,Freightliner,X12564,43250.0,765514,Penske Used Trucks,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42179131
2018,Freightliner,T12664,75250.0,515200,Penske Used Trucks,Mebane, NC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2018/ee-listing-42172678
2018,Freightliner,X12564,57250.0,474096,Penske Used Trucks,Jessup, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2018/ee-listing-42175114
2005,Volvo,Vnm42T200,8500.0,1128578,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnm42t200-2005/ee-listing-42150954
2005,Freightliner,BusinessClassM2106,18000.0,678448,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/businessclassm2106-2005/ee-listing-42149956
2015,Freightliner,X12542,36250.0,430937,Penske Used Trucks,Decatur, AL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12542st-2015/ee-listing-42174606
2018,Freightliner,T12664,70750.0,551404,Penske Used Trucks,San Antonio, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2018/ee-listing-42172757
2016,Freightliner,X12564,45750.0,519148,Penske Used Trucks,Cincinnati, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172280
2019,Freightliner,NewCascadiaPx12664,71495.0,624473,Ryder Systems Inc,Bolingbrook, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2019/ee-listing-42159286
2015,Freightliner,X12564,43250.0,528099,Penske Used Trucks,Pittsburgh, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42174620
2017,Freightliner,X12564,65250.0,544019,Penske Used Trucks,Conyers, GA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42172552
2015,Freightliner,X12564,50750.0,317201,Penske Used Trucks,Chicago Ridge, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42172187
2006,Sterling,Acte,15000.0,280460,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/sterling/acterra-2006/ee-listing-42150291
2016,Kenworth,T660,64950.0,599822,Trevs Trucks,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t600-2016/ee-listing-42104761
2019,Freightliner,T12664,56500.0,753437,Penske Used Trucks,Baltimore, MD,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2019/ee-listing-42179987
2017,Freightliner,Cascadia125,59995.0,455414,Ryder Systems Inc,Bolingbrook, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2017/ee-listing-42183493
2001,International,4700,8000.0,185609,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/4700-2001/ee-listing-42150260
